text,airline_sentiment
The flight was delayed for hours.	negative
The flight was delayed for hours.	negative
The staff was amazing.	positive
The crew was friendly.	positive
The flight was delayed for hours.	negative
The staff smiled a lot.	positive
The flight was delayed for hours.	negative
The crew was wonderful.	positive
The staff was superb.	positive
The staff was rude.	negative
The crew was wonderful.	positive
I am never flying with them again.	negative
The food was delicious.	positive
The crew was friendly.	positive
The crew was amazing!	positive
The baggage was lost.	negative
The pilot was very professional.	positive
The staff was not helpful.	negative
The flight was bad.	negative
The flight was okay.	neutral
The staff was not rude.	neutral
The flight was excellent.	positive
The crew was amazing!	positive
The staff was not rude.	neutral
The food was bland.	negative
The staff was kind.	positive
The crew ignored my request.	negative
The flight was not enjoyable.	negative
The food was okay.	neutral
Nothing special about this flight.	neutral
The staff was amazing.	positive
The food was not good.	negative
The entertainment was fine.	neutral
The staff was very friendly.	positive
The flight was excellent.	positive
The staff was rude.	negative
The flight was enjoyable.	positive
The staff was superb.	positive
The staff smiled a lot.	positive
The entertainment was lacking.	neutral
I am never flying with them again.	negative
The check-in process was smooth.	positive
The staff was not rude.	neutral
The food was cold.	negative
The air conditioning was broken.	negative
The food was not good.	negative
The entertainment was great.	positive
The flight was okay.	neutral
The food was satisfactory.	neutral
The food was okay.	neutral
Nothing special about this flight.	neutral
I hated the delay.	negative
The crew ignored my request.	negative
The crew ignored my request.	negative
The staff was helpful.	positive
The staff was polite.	positive
I am never flying with them again.	negative
The flight was turbulent.	neutral
The crew was friendly.	positive
The flight was not enjoyable.	negative
The seats were uncomfortable.	negative
Nothing special about this flight.	neutral
The baggage was lost.	negative
The flight was not smooth.	negative
The flight was not smooth.	negative
The entertainment was not bad.	neutral
The flight was stressful.	negative
I hated the delay.	negative
The entertainment was great.	positive
The flight was noisy.	negative
The service was acceptable.	positive
The service was poor.	negative
The luggage arrived late.	negative
This was the worst flight ever.	negative
The food was not bad.	neutral
The luggage arrived late.	negative
The entertainment was not bad.	neutral
The flight was not smooth.	negative
The flight was bad.	negative
The drinks were fine.	neutral
The staff was kind.	positive
The staff was attentive.	positive
This was the worst flight ever.	negative
The service was poor.	negative
The food was okay.	neutral
The check-in process was smooth.	positive
The staff was not helpful.	negative
The entertainment was fine.	neutral
The landing was smooth.	positive
The flight was not enjoyable.	negative
The check-in process was smooth.	positive
The food was satisfactory.	neutral
The flight was not bad.	neutral
The staff was very friendly.	positive
The staff was polite.	positive
The food was expensive.	neutral
The food was average.	neutral
The food was satisfactory.	neutral
The service was poor.	negative
The crew was amazing!	positive
The air conditioning was broken.	negative
The flight was fine.	neutral
The check-in process was smooth.	positive
The food was average.	neutral
The food was okay.	neutral
The food was average.	neutral
The food was not good.	negative
The flight was comfortable.	positive
The food was bland.	negative
The staff was attentive.	positive
The staff was amazing.	positive
The service was poor.	negative
The food was average.	neutral
The food was okay.	neutral
The flight was turbulent.	neutral
The baggage was lost.	negative
The staff was kind.	positive
The pilot was very professional.	positive
The food was not good.	negative
The flight was comfortable.	positive
The food was satisfactory.	neutral
The food was not bad.	neutral
I hated the delay.	negative
The drinks were fine.	neutral
The flight was not long.	neutral
The staff was very friendly.	positive
The landing was smooth.	positive
The flight was excellent.	positive
The staff was attentive.	positive
The drinks were fine.	neutral
The service was acceptable.	neutral
The flight was delayed for hours.	negative
The air conditioning was broken.	negative
The crew was amazing!	positive
The food was delicious.	positive
The flight was turbulent.	neutral
The entertainment was not bad.	neutral
It was an average experience.	neutral
The crew was friendly.	positive
I am never flying with them again.	negative
The flight was uneventful.	neutral
The plane was old.	neutral
The flight was terrible.	negative
The staff was cheerful.	positive
The crew was inattentive.	negative
The flight was noisy.	negative
The food was not good.	negative
The entertainment was not bad.	neutral
The drinks were fine.	neutral
The food was okay.	neutral
The flight was stressful.	negative
The flight was average.	neutral
The food was average.	neutral
The food was satisfactory.	neutral
The restroom was not clean.	negative
The food was average.	neutral
The restroom was not clean.	negative
The staff was cheerful.	positive
The drinks were fine.	neutral
The staff was helpful.	positive
The food was bland.	negative
I hated the delay.	negative
The food was satisfactory.	neutral
The crew was friendly.	positive
The landing was smooth.	positive
The food was cold.	negative
The entertainment was fine.	neutral
The food was not bad.	neutral
The staff was polite.	positive
The service was acceptable.	positive
The entertainment was lacking.	neutral
The landing was smooth.	positive
It was an average experience.	neutral
The staff was kind.	positive
The food was cold.	negative
The flight was enjoyable.	positive
It was an average experience.	neutral
The flight was fine.	neutral
I am never flying with them again.	negative
The flight was not bad.	neutral
The entertainment was not bad.	neutral
The flight was delayed for hours.	negative
The food was expensive.	neutral
The baggage was lost.	negative
The staff was amazing.	positive
The entertainment was fine.	neutral
The staff was superb.	positive
The flight was turbulent.	neutral
The flight was enjoyable.	positive
The food was delicious.	positive
The crew was amazing!	positive
The flight was okay.	neutral
The entertainment was okay.	neutral
The crew ignored my request.	negative
The flight was not long.	neutral
The crew was inattentive.	negative
The crew ignored my request.	negative
